,Review_Date,Author,Rating,Review_Title,Review,Review_Url
62,6 November 2023,popyoshi-36312,6," Could be better
","Completely forgot to review this, the sets are easily the best they're really gorgeous to look at, the characters are fun to watch and the characters are all really enjoyable. The movie gets a bit preachy but only for one scene, I also think the movie is slightly contradictive as every male character is treated as dumb and arrogant despite them promoting equality. It's done for jokes though so I know it's not meant to be an actual message with the humour, I just think it weakens the messaging of the film, it's still a really really good film the ending is super sweet and meaningful and overall it's a great movie especially considering this is a movie about barbie dolls lmao, I personally didn't find it to funny but I still appreciate it for its charm and most of its storytelling.",/review/rw9319915/?ref_=tt_urv
63,1 August 2023,ninadenonaadi,10," perfect.
","Everything was just so perfect. The cast, margot robbie is basically my fav person and ryan is also nice.. ig. I love how they added some actors from sex education like emma, connor and ncuti. The design was unbelievably perfect as well, the soundtrack, THE MESSAGE, EVERYTHING. I JUST LOVED THIS MOVIE SO MUCH IT WAS SO FUN TO WATCH. It felt relatable, felt so many kinds of emotions at once which was an amazing and unique experience. LOVED IT GRETA AND MARGOT DID SO WELL!! I also loved how there were so many kinds of barbie's, like transgender barbie, allan which i think is non-binary and more.",/review/rw9319915/?ref_=tt_urv
64,23 July 2023,sandrachungate,6," Great for the first 30 minutes, then not
",The trailers and marketing for the movie were so good that I was really disappointed when the movie took an odd turn after 20-30 minutes into it.,/review/rw9319915/?ref_=tt_urv
65,20 July 2023,mavigangi,10," A colorful love letter to human kind
","I cried, I laughed, I dance and I did sing too. What a joyful time I had at the movies watching Barbie. This is a movie to celebrate how diverse and complicated are the humans. The cinematography is a outstanding as well as the production design and the vestuary. The casting seems like made in heaven. I recommend this movie for 11+ years old. And if you have a teen at home, take her with you. Barbie goes from fun to introspection and I love a good comedy that makes you think. Ryan Gosling is the perfect Ken, he does everything in this movie and shines every time he shows up. Margo is a perfect Barbie and got a real sense of the relevance this is going to have.",/review/rw9319915/?ref_=tt_urv
66,23 July 2023,agjbull,6," Just a little empty
","I really wanted to enjoy this and I know that I am not the target audience but there were massive plot holes and no real flow. The film was very disjointed. Ryan Gosling as good as he is seemed to old to play Ken and Will Ferrell ruined every scene he was in. I just didn't get it, it seemed hollow artificial and hackneyed. A waste of some great talent. It was predictable without being reassuring and trying so hard to be woke in the most superficial way in that but trying to tick so many boxes it actually ticked none. Margo Robbie looks beautiful throughout, the costumes and the sets were amazing but the story was way too weak and didn't make much sense at all.",/review/rw9319915/?ref_=tt_urv
67,21 July 2023,michelle-kissler,5," Barbie, Swing and a Miss
","This film had the potential to become a cult classic with its strong cast, stunning costumes, and iconic character. However, it failed to live up to expectations, falling flat just like *spoiler Barbie's heels.",/review/rw9319915/?ref_=tt_urv
68,25 July 2023,jillweeland,10," Unexpectedly totally awesome
",When I'm going to see a movie I don't do research beforehand. I like to make up my own mind and hate spoilers. I didn't even have a look at the trailer in this case so I really didn't know what to expect from Barbie.,/review/rw9319915/?ref_=tt_urv
69,29 July 2023,planktonrules,7," Good...not great
","""Barbie"" is a movie that is setting all sorts of records, so it's obvious that the film is touching many people. For some, it's the fun of seeing a doll come to life, for others it's the theme of empowerment that make the movie a big hit. As for me, I did like it and thought it was a pretty good movie...but it's not for everyone.",/review/rw9319915/?ref_=tt_urv
70,19 July 2023,enesmil,5," Disappointing and misleading
","The movie starts great, but goes off the rails soon after. Had they kept the look and feel of the first 30 minutes, this movie could've been great.",/review/rw9319915/?ref_=tt_urv
71,24 July 2023,westy-47313,10," Yes
","Yes, this film receives my seal of being a yes film, passing all enjoyment factors. It has a) entertained me, b) made me laugh or cry and c) did not cause me to break the cycle of evolution and retract back into an amoeba. Factor c) may be triggered by rather an overload of cringe, a failure of the Bechdel test, a lack of overall slay, bad child acting or the most important, the inclusion of slander of any of the gorlz (Margot Robbie, Jennifer Lawrence, Taylor Swift, Florence Pugh, Kristen Stewart, Meryl Streep, Paul Mescal, Greta Gerwig, Stanley Tucci, Sarah Michelle Gellar, Jamie Lee Curtis, *)",/review/rw9319915/?ref_=tt_urv
72,24 July 2023,terryforma,6," It was good but far too preachy
","I really enjoyed the movie. The acting was amazing. Margot Robbie and Ryan Gosling was amazing. I just thought it was too on the nose. Like the message was literally forced in your face. It seemed lazy to me. I went in thinking it was going to be similar to The Truman Show and I wished it had've taken some elements from it because it would've made it much more powerful if so. I'm not going to spoil the ending but I thought the writers just gave up. Overall for me it's a 6/10. Good film but that's all. Definitely could've been less preachy. Ultimately, it's nice movie to see and I'd see it again at some point but it wasn't great.",/review/rw9319915/?ref_=tt_urv
73,23 July 2023,eoinageary,8," I am Kenough
",So I went into the movie with little to no expectations and I was pleasantly impressed with the movie overall.,/review/rw9319915/?ref_=tt_urv
74,4 August 2023,thePopcornExplorer,9," I don't see how it was preachy
","In this day and age with society overall becoming more and more polarized and our leaders around the world doing nothing to improve dialogue, it seems that people became broken records. Now everything in the movies and TV shows is perceived as preachy, not everything is a conspiracy, people need to consider that movies and TV shows at its core, and specially the good ones, are about sharing perspectives and allow the audience, if their minds are opened to it, to acknowledge all sides of the stories.",/review/rw9319915/?ref_=tt_urv
75,19 July 2023,tm-sheehan,6," Didn't hit my pink spot
","My Review - Barbie
In Cinemas now
My Rating 6.5/10",/review/rw9319915/?ref_=tt_urv
76,25 July 2023,Dello_,4," Funny and sharp first half, boring and baffling second one
","I had great expectations for the Barbie movie, mainly because of the writers (Greta Gerwig and Noah Baumbach) and the stellar cast with Margot Robbie and Ryan Gosling leading the way. Unfortunately I found myself disappointed, bored and shocked by some messages the movie tries to convey.",/review/rw9319915/?ref_=tt_urv
77,8 August 2023,medekfan,," Surprisingly great
","Barbie the movie was much better and with more character, story quality and depth than I expected. I went into the movie to see what the fuss was about and for a bit of something fun to do and left feeling happy the rest of the day, thinking about its story a lot, the interesting execution and styling. I also played the soundtrack which has some great songs.",/review/rw9319915/?ref_=tt_urv
78,28 July 2023,klastaitas,8," We're All Dolls
","Without consumerism, without belief, without plastic accessory and hope for a perfect day, where would Barbie find herself?",/review/rw9319915/?ref_=tt_urv
79,20 July 2023,moriumemoltre,6," Great acting but why this movie?
","I was really surprised about how much i liked Ryan Gosling in this. I had totally forgot about his comedic talent and timing. The movie works. There is definitely a moral message in this, even though I believe the majority of viewers will be too distracted by Margot Robbie and Ryan Goslings great performances and all of the comedy elements in this and the fact that the script is hardly worth being filmed. I feel like with a different script they could have created something truly great.",/review/rw9319915/?ref_=tt_urv
80,22 July 2023,elihebdon,3," This film isn't saying what it thinks it is
","Margot does the best with what she's given, but this film was very disappointing to me. It was marketed as a fun, quirky satire with homages to other movies. It started that way, but ended with over-dramatized speeches and an ending that clearly tried to make the audience feel something, but left everyone just feeling confused. And before you say I'm a crotchety old man, l'm in my 20s, so I'm pretty sure I'm this movie's target audience. The saddest part is there were parents with their kids in the theater that were victims of the poor marketing, because this is not a kid's movie. Overall, the humor was fun on occasion and the film is beautiful to look at, but the whole concept falls apart in the second half of the film and becomes a pity party for the ""strong"" woman.",/review/rw9319915/?ref_=tt_urv
81,21 July 2023,eleanorcrawlings,10," Well deserving of the hype
","This is the first time I've written a review for a movie, that should tell you that I enjoyed this movie an awful lot.",/review/rw9319915/?ref_=tt_urv
82,27 December 2023,Ed-Shullivan,6," I would have preferred to see this as a 30 minute TV sitcom
",Mrs. Shullivan and I enjoyed about the first 30 minutes of this full length feature film but after about the third song and dance number by the various Ken's we agreed that Ryan Gosling appeared to be the main character and not Barbie.,/review/rw9319915/?ref_=tt_urv
83,22 July 2023,ysszhb,10," One of the most real and complex movies I've seen.
","Every one - man and woman, should watch this movie with an open-mind and introspection about current society. Barbie was one of the most real, complex, insightful, trippiest, thoughtful, and educational videos I've watched in a long time. This movie is not for everyone and is definitely not designed for kids due to the much deeper meaning. To get the full experience of the art of the movie, you have to ready to focus and peel all the symbolic layers.",/review/rw9319915/?ref_=tt_urv
84,28 July 2023,mohamed-elbehairy,6," Had some good moments but that's it
","I found the movie to be refreshing, but it's far from perfect.",/review/rw9319915/?ref_=tt_urv
85,22 July 2023,dspornakk,10," Enchantment w/ genuine emotion
","I absolutely loved it. Margot Robbie is the perfect stereotypical Barbie. Ryan Gosling gives an Oscar-worthy performance and has a true rock 'n' roll voice. The soundtrack is also very, very good. Subjects of patriarchy and cultural hegemony are approached with humour and historical references. Michael Cera is funnily adorable. Barbie is funny and surprisingly entertaining. Greta Gerwig and Noah Baumbach wrote an enchanting script with genuine emotion. Barbie was brilliantly cast. I loved Ryan Gosling. He's terrific as Ken and delivers an Oscar-worthy performance. The ending is good and it's worth sticking around to watch the credits.",/review/rw9319915/?ref_=tt_urv
86,1 August 2023,badreviewer,6," This Barbie is dissapointed.
","Yes. Day by day it becomes more obvious that now the movies are made just because of the income they generate and nothing else. Ok, Barbie itself was not a creative idea, I know. And actually I didn't expect to see something unseen something unique in the first place, all in all it's ""Barbie"".",/review/rw9319915/?ref_=tt_urv
87,20 July 2023,Azureus91,3," I fee sorry to those who fell in the Barbenheimer trap
","To say that I was disappointed is an understatement. The movie starts fine which is more or less what was advertised in the trailers where the setting was Barbie. That was kind of fun. The problem is that the second part is just a mess in pace, it tries tooooo hard to be funny. The main message of the movie would have been great if it had been delivered properly. It was nowhere close to be succint. All Pixar movies do a better job at making their point. And for me, the worst of all, is that it tried to be controversial so hard that it became stale and dull after some minutes since everything centered around the same topic.",/review/rw9319915/?ref_=tt_urv
88,22 July 2023,cydshelton,10," Barbie
",So good but the only part I don't like is the scene when the boys take over the town apart from that it's perfect. Barbie is a heartwarming family movie with great actors and a great freaking plot. Its my favorite movie and its highly recommended for a family but there some bad words like vagina and penis. I think it should be recommended for 12 and over. The rating 12A (12 adult ) and it is 1h and 54m. If u don't like comedy movies ( I'm sure u like comedy's) than this movie is not for u. Thank u all for reading this review and I hope u read my other reviews. (By the way my reviews have spoilers),/review/rw9319915/?ref_=tt_urv
89,29 August 2023,adamblackshaw-14445,6," Did I just watch a 2hr Mattel advertisement?
","BARBIE is a great example of hype over substance. It is laugh out loud at times and Gosling steals every scene he's in. The art direction is on point. What makes it tiresome is THE MESSAGE pummelled into the audience, but then were we expecting any subtly? Probably not. Ultimately my wife just thought, 'I already know this. I don't need to hear it. But maybe some women do?' I get her point. In the end it felt like we were being sold Barbie Dolls as some kind of icon of feminism. But seriously, they are a very poor example of female role models. Not surprisingly Mattel was one of the producers.",/review/rw9319915/?ref_=tt_urv
90,21 July 2023,nwsquadron,4," Bafflingly mediocre
","I have been thinking for 2 days and still I have no idea who the target audience for this film is. The first half of this movie is not bad at all but once Barbie and Ken leave barbieland the movie just completely falls apart. The message shoved in your face way too much and isnt subtle at all, characters that are set up early on are completely forgotten by the 3rd act in a bloated script filled with unnecissarily complex feministic views. For a movie about a children's toy, the dialogue is often much too complex and theres no way in hell a child is going to be able to understand whats going on; several lines left me scratching my head as the dialogue is way too overly complex. Ryan Gosling and Margot Robbie are excellent casting choices with Gosling going above and beyond, nailing all of the comedic moments and elevating all of the material he was given to work with.",/review/rw9319915/?ref_=tt_urv
91,22 July 2023,megmalik-34450,10," A fun enthralling journey
","You will experience vast emotions during this film. It's a thrill to watch, funny and fresh comedy. If I had any critiques for the film, I'd put them, but I enjoyed watching and will rewatch it. I felt like a little kid again at the movies. Totally absorbed with the story. It's a fictional land, while the film is so raw. Margot Robbie is a joy to watch and showed an impressive performance. I believed she was Barbie. The movie is played out as if the characters are dolls being played with. I imagined being a kid with my dolls, thinking of similar outrageous plots, dialogue, and wardrobe changes. Anyone can enjoy this film.",/review/rw9319915/?ref_=tt_urv
92,21 July 2023,captainsermig,6," It's alright
","""If you brought a 7 year old girl to see this movie she would neither have fun nor be happy at all""
And this was my girlfriend's statement as soon as we left the cinema.",/review/rw9319915/?ref_=tt_urv
93,10 August 2023,ztfbbsmrk,10," Total Delight!
","Wish I could give Barbie 11 stars! I haven't had this much fun at the movies in a very long time! In fact, I've already seen it FOUR times and if I can find another friend who hasn't seen it yet, I'll go again!",/review/rw9319915/?ref_=tt_urv
94,25 July 2023,silvangigerstudio,6," ABUSE OF THE BARBIE
",Here's the thing.,/review/rw9319915/?ref_=tt_urv
95,24 July 2023,torichall,10," Seriously campy fun!
","I must admit, growing up I've had complicated feelings toward Barbie. In the beginning she was fun (my favorite was one of the mermaid Barbies), but growing up I distanced myself from the pink toy. It was no surprise I wasn't excited about the movie until I heard Greta was involved.",/review/rw9319915/?ref_=tt_urv
96,19 July 2023,trinculodino,6," Witty, funny but severly sterotypical
","A good laugh of a film poking fun at Mattel, complicating the concept of Barbie while at the same time highligting the patriarchy and it's inherent incompatibility with human emancipation.",/review/rw9319915/?ref_=tt_urv
97,24 July 2023,brianjohnson-20043,4," This movie tries to be too much
",I wanted to like it. But I just didn't. The story wasn't very compelling to me because it seemed as if the entire point of much of the movie was to provide learning moments for viewers with some slapstick comedy and quick-delivery comedy. The story itself should nearly always be more important.,/review/rw9319915/?ref_=tt_urv
98,22 July 2023,krishnamoorthy-49341,10," Barbie
","Very good movie Ryan acting is very nice also Margarot . I haven't totally watched this movie but anyway it's good upto I saw this.greta gerwig movies always good movies this film is also not exceptional from that she maintained her touch.coming to talk about screenplay gerwig and her husband Noah their combo both are legendary directors their combo is good not only his personal life but also in silver screen.ryan gosling is rarely do these type characters most of his movies he delivers same expression, thinking about his acting I am not fan for him but I like Margarot I am a big fan for her role Harley Quinn.",/review/rw9319915/?ref_=tt_urv
99,1 March 2024,groundzero-273-397110,6," I will for sure keep listening to I'm Just Ken!
","I thought Barbie would be much more childish than it was. At the beginning of the film, I thought about what I was actually watching. It started out childish, but then it turned out that it is aimed at a more adult audience. Many of the jokes in the film will not be understood by children. There were parts of the film that I liked and parts that I loathed. It is well directed and has lovely singing and dancing that sticks in one's head, especially the song at the end, I'm Just Ken. Loved it.",/review/rw9319915/?ref_=tt_urv
100,25 July 2023,rlabraaten,10," I already need to see it again!
","It was nostalgic, hilarious, esthetically orgasmic and very moving. It covered all generations of Barbie, which was my hands down favorite toy as a kid. It also touched on the female experience in a really welcoming, wonderful way. I felt it included aspects of the male experience that are important as well. Awesome soundtrack, AMAZING SETS, and wardrobes. The cast was amazing, the writing was perfect, such an original, unique stroy line. If you're going to criticize this movie for going ""against your political beliefs"" then you don't deserve this movie anyways. Women are allowed to talk about the female experience and Barbie was a great way to do it! I just saw it 2 days ago and I really want to see it again!!",/review/rw9319915/?ref_=tt_urv
101,11 May 2024,grantss,6," Okayish fun
",Barbie lives in Barbie Land with all the other Barbies. Ken is competing with all the other Kens for Barbie's attention. For Barbie it's quite the perfect world. Then Barbie starts to have thoughts of death and bad things start to happen.,/review/rw9319915/?ref_=tt_urv
102,16 August 2023,mollyt-73422,10," Absolutely powerful movie and changed my perspective on life
",This movie is not for people who cry a lot. It was a beautiful movie with proper cinematic gold.,/review/rw9319915/?ref_=tt_urv
103,25 July 2023,afuschiaperfume,6," Too much social commentary not enough Barbie
","I knew this was going to be political going in but I thought its Barbie so I could overlook it. But it was too much, I do not enjoy politics in movies, whether it's left or right. I expected it to be more fun, and feel good, and it was for some parts but not enough at all. Ryan was great and so was Margot but I did not understand why Barbie didn't like Ken, it's wildly known that Barbie loves Ken and Ken loves Barbie, it's iconic and it made no sense for everything else in Barbie land to be accurate but not that. Another problem was the writing it was very ""told and not shown"" as well as wordy. The scenery was great as well as the costumes, but the story could have been so much better. Like Barbie and Ken take L. A. on a fun adventure and some self-discovery but it wasn't really like that. The ending was confusing does Barbie want to have a baby?",/review/rw9319915/?ref_=tt_urv
104,21 July 2023,allipthomas,10," A Beautiful Commentary on the Real World
","This movie is everything and more. It's comedic, colorful, entertaining, heartfelt, nostalgic, and has such a truly meaningful message that's fit for everyone.",/review/rw9319915/?ref_=tt_urv
105,23 July 2023,luffha,7," Fun soundtrack , story a bit confusing
","I loved the music , and the fun start.",/review/rw9319915/?ref_=tt_urv
106,2 April 2024,belacane,4," Wow. SO much hype...for this?
","We waited until it came out on streaming, because nobody in the family was that invested in it. But because it was such a cultural phenomenon, we all did want to see it eventually, to understand the hype. Besides the very specific parts that everyone else has panned (the Mattel executives bits, the Ruth Handler bits), I simply found it...dull. We watched the whole thing, found nothing to discuss in the usual post-movie family recap, and went on about our lives. When the Oscars noms were announced and Barbie got nominated in the music categories, I couldn't even remember any songs! Oh yes, then I remembered that dance thing at the beginning (where Barbie has her 'death' comment). Okay, it had a song. Then when I saw Gosling singing at the Oscars I remembered there was that song too. I simply found the whole thing utterly unmemorable, like a weak dream forgotten upon awakening.",/review/rw9319915/?ref_=tt_urv
107,26 July 2023,russellquisenberry,10," Barbie is a masterpiece and I'm not joking
",I'm not a Barbie fan. The only time I loved Barbie was when she was in the Toy Story movies. But that changed after I saw the Barbie movie. This movie is not only Greta Gerwig's best film but also the year's greatest movie so far!!!!! Margot Robbie (my favorite actress of all time) is beautiful and portrays Barbie with pure perfection!!! And then there's Ken (played by Ryan Gosling in a career-best performance)!!! Robbie and Gosling shine and are easily the years best duo.,/review/rw9319915/?ref_=tt_urv
108,26 July 2023,JPARM-IMDb,6," Expected more from Greta Gerwig
","Even though I'm not the target audience for this movie, I thought Barbie might impress me due to Greta Gerwig's previous works but I'm disappointed.",/review/rw9319915/?ref_=tt_urv
109,20 July 2023,liefie2000,3," I just wanted a to see a fun Barbie movie, not feel depressed
","How did I go to watch Barbie, only to have seen a mildly depressing unecessarily deep movie saturated with politics and talk of mental health. The plot made no sense.",/review/rw9319915/?ref_=tt_urv
110,22 July 2023,anabeatriz-85741,10," A nostalgic trip to our feelings
","Barbie is a movie that you start laughing of the critics that are put in such an intelligent way (you have to think fast between laughs), amazed by the idea of a perfect world and suddenly they start to go in your feelings and bring out so many realizations about yourself with funny dialogs. We never goin to forget what it is see Margot and Ryan such an incredible performance the way them put so many emotions and still keep that doll mindset is brilliant and for Greta all my reverence it's breathtaking think that she decided to go up front with such strong movie and we didn't expect anything different from her. Oscar winners here we go.",/review/rw9319915/?ref_=tt_urv
111,23 July 2023,dmmart-28624,6," Great if not ham-fisted message but a sloppy movie.
","I was pretty excited to see this film and hope I'm not going to get put on a list for saying I didn't enjoy it that much. The message of female empowerment was fine, but didn't really speak to gender equality. Barbieland is the opposite of real world where Barbies are in control and kens are perceived as the mindless accessories. However, the ending just puts Barbies back on top and doesn't do much to equality which I hope is our goal. The movie itself was very sloppy and all finish with no build up. You could tell the writers had ideas of what they wanted to have happen but had zero clue how to get there. They wanted Ken to take the patriarchy back to Barbieland but this happens immediately and off screen despite the Kens being bumbling morons the entire movie. It's all payoff and no buildup. Good acting from a strong cast made this more fun to watch but when you start thinking a little deeper it didn't make much sense. I think this was a made for tik tok movie where there's 100 great scenes to throw up on the internet but not very cohesive when put together.",/review/rw9319915/?ref_=tt_urv
112,22 May 2024,gnperuti,10," Can someone explain how this, of all IPs, turned out a good movie?
","The Barbie movie reminds me a lot of The Lego Movie. Not only do they both feature Will Ferrell, but for ideas that could have easily been been gimmicky and made only to sell toys, they are surprisingly smart, clever, and charming. In the case of this film, the plot is well written and paced. The message starts out as a typical one about feminism, but ends up becoming a rather poignant one about being yourself instead of just a label. And the script is astonishingly really funny. In addition to the abundance of clever nods to everything Barbie that even I, as a guy, recognized at least some of the time, there is no shortage of great, hilarious lines (I still say Mojo Dojo Casa House) and gags, like when Barbie's car flips and spins in the air when Ken startles her.",/review/rw9319915/?ref_=tt_urv
113,19 July 2023,AvionPrince16,6," Barbie land and reality
","Im not really disappointed or love the movie to be honest. It was kind of weird and strange at the beginning: we understand it later because we are in the Barbie world. So they played with the culture reference of the barbie, the dolls and what they represent: an ideal world with where the womans are in power. Things will get pretty normal after they enter the real world and all the problems: sexual remark, womens and their place in society (the inequality with mens.) I was pretty sure they will talk about the problems with womans and their complex because of Barbie and the perfect women she is and how this is contrasted with the real world. Its pretty obvious that they will talk about it. I love also how Ken will also notice how mens are more powerful in the real world: its like everyone see that reality is not really what they perceived themselves in their own reality and power will shift also later in Barbie Land. I understand why they act like this and stuff but i didnt really get into the movie to be honest: i only identify myself when they talked about society and business but all the musical things, the choregraphy and even the morality was kind of superficial. But i enjoyed that Barbie realised the problems of our world and compare to her own. Some moments was funny and some more serious or drama sometimes even if its pretty soft because we are in Barbie Land. I mean i spend a great time but it was kind of ok. And i still think its a great Barbie movie: the task was not easy to represent that world but i enjoyed the set design, the colors, the camera movements. I think people who played with Barbie dolls or just know the universe will be happy; they have a lot of references to the world and a lot of Barbie references to the dolls and the differents clothes and the impact of her in society. Some moments were also absurd ( the fight with all the Kens). Its good anyway.",/review/rw9319915/?ref_=tt_urv
114,3 August 2023,kanad004,10," The ""American Psycho"" of this generation.
","Barbie is one of those few films that are able to merge an extremely unreal and borderline bizarre environment with an immensely grounded and hyperreal take on society successfully, and still be massively entertaining.",/review/rw9319915/?ref_=tt_urv
115,27 February 2024,pinballwizard-83712,6," OVERRATED AND OVERHYPED, BUT A GOOD FILM
","Greta Gerwig's overhyped and vastly overrated pink feminist fantasy that became a mega-hit at the global box office. For me the highlight of this movie is the opening in the world of ""Barbieland"" which is colorful and visually stunning with some campy humor and a look into the repetitive lives of these living dolls, particularly the stereotypical Barbie, played brilliantly played by Margo Robbie who is pure perfection in the role, and her hunky dimwitted boyfriend Ken, terrifically played by Ryan Gosling who earned an Oscar nomination for his scene-stealing turn, but once Barbie and Ken leave Barbieland and enter the real world the entire lighthearted tone of the film ends, it becomes a negative and turns into a weird war between men and women, I found this part of the film very boring and did not find it funny or entertaining, it turns preachy and dialogue-heavy. Gerwig's direction is solid, but the most impressive thing about this film is its sensational production design which is amazing, some cute musical numbers with Barbie and Ken, and the superb cinematography by Rodrigo Prieto. The supporting performances are all good, but why America Ferrera got an Oscar nomination for her okay performance is beyond me, however special kudos must go to Rhea Perlman who delivers an wonderfully endearing performance in an extended cameo. The film is a disappointment to me that could of been way better, no masterpiece here just a good film.",/review/rw9319915/?ref_=tt_urv
116,20 July 2023,Joytoyxx,4," I'd probably drop it at around 1/2 if I watched it alone at home
","Attending the prepremiere of the much-anticipated Barbie movie was an experience I won't soon forget, but unfortunately, not for the right reasons. At least 85% of the movie was pure hype, creating high expectations that were ultimately let down.",/review/rw9319915/?ref_=tt_urv
117,21 July 2023,aanyasingh-90695,10," It was amazing
","I loved to watch the movie, it had all elements one would have want to have seen. The journey of barbie to the real world was something I was really looking forward it and I am quite satisfied with it completely , the movie had lovely humour and I was completely mesmerized by Ryan's character it gave a very balanced effect to the movie, there could be a point where the movie felt very overwhelming due to a lot of factors but it was quite a journey to look forward to, the audience was very pleased around me and everyone had a lot of fun watch it. It seems like a fun movie with a very deep meaning behind, the ending was very unexpected and gave a twist very similar to the truman show.",/review/rw9319915/?ref_=tt_urv
118,20 August 2023,Leofwine_draca,6," A real mixed bag
","BARBIE is a film I find incredibly difficult to both review and rate. On the face of it, the trappings are pitiful and the tone is all over the place. The audience I saw it with were laughing at the dumbest jokes imaginable (like Gosling bouncing off the plastic wave) and missing all of the depth, which is what I personally found appealing. It's very hard to take such a tongue-in-cheek approach seriously, but then you could argue that it's deliberately bad, deliberately plasticky. Not that that excuses the bad acting from the likes of Ferrera et al. Despite this, the film's skewering of the patriarchy is spot-on, and Gosling turns out to be very good, stealing the film from the others. So it's a film I appreciate some parts of, and not others.",/review/rw9319915/?ref_=tt_urv
119,30 September 2023,Criticalstaff,4," Plastic in the worst way possible
","It took me quite some time to decipher this movie. I felt like I was missing something, that there was more to it than first apparent. The acting, the dialogue, the sets, the costume: technically it is polished and purposeful; yet I was utterly unable to engage with it. And finally it hit me: that is because it is actually a commercial.",/review/rw9319915/?ref_=tt_urv
120,5 August 2023,MovieFanatic1995,10," One of the Best Comedies of the Year
","I went to see Barbie in theaters today, and it is one of the best comedies of this year.",/review/rw9319915/?ref_=tt_urv
121,10 August 2023,arcelivez-753-983928,6," Honestly - no idea why people are so hyped up with this
","Honestly I really have no idea why this movie seems to be so popular. Again honest - I went there just for Margot Robbie (I'm a married 34 year old male, and margot is one of my top 3 favorite actrices of all time, and arguably the most talented one from my list). And for that part it was totally ok. But the movie absolutely doesn't deserve an imdb rating above 5.6. The plot itself was very simple. Absolutely nothing particularly special in it. So if it is in fact getting rated so high just because of Margot alone, then why do her other movies don't get rated that well and get that much attention? Honestly I really don't understand and I think this movie is way too overhyped for no reason. And I have no idea why... For other movies that get hyped like that I do see the reasons why they're getting so hyped. So the movie is not awful, but it's rather average, if you're not going there specifically for Margot then I am pretty sure there will be multiple movies at your local cinema at the time you're reading this, which are way more worth watching than this one...",/review/rw9319915/?ref_=tt_urv
122,28 July 2023,purpleblows,10," It's heartwarming
",It's nice to have a movie that's fun and interesting dialogue. I knew the style of the movie by the scenes I'd seen leaked online I think that in itself is not everyone's style but boy it's unique and very barbieland. A lot of thought went into this and it's not just for women it's for anybody. We all need an Allan in our life. I could've used more boardroom ceo scenes with will farrel and his men tho. It's lovely to see the perspective of both men and women and at the end of the day what I got from this movie is about how we're each wanting to find our happiness and who we are outside of someone else.,/review/rw9319915/?ref_=tt_urv
123,6 August 2023,kelboy10,6," Life is plastic!
","Firstly, let's start with what was good about Barbie and move forward from there. The colourful palette, the set designs and costumes were perfect to bring you into a world that doesn't take itself too seriously. Barbie wasn't meant to get all philosophical and it wasn't necessarily supposed to provide us with a point. What it gave little girls is happiness and entertainment value. In the early stages of the movie it undoubtedly had potential to be a lot of fun with a comedic effect.",/review/rw9319915/?ref_=tt_urv
124,6 August 2023,madisonsolomon,10," Beautiful
","This movie made me laugh, and cry. It was a beautiful commentary on sexism and the patriarchy and how it affects little girls, while still poking fun at it all. It also spreads a really inspiring message about mothers. I personally wouldn't show this movie to a child TOO young as there are a few jokes about how barbie's don't have genitals, one bleeped f word, and a few mentions of beer. It was a LITTLE depressing, but overall very inspirational. Despite, of course, the discussion of misogyny, I laughed through the whole thing. It was hilarious. It addressed also how adult women/mothers feel self conscious about not being perfect. It was beautiful and I'd watch again.",/review/rw9319915/?ref_=tt_urv
